"DATE","VALUE"
"1996-08-01",43.185697
"1996-09-01",43.4011
"1996-10-01",43.469122
"1996-11-01",43.684525
"1996-12-01",43.831906
"1997-01-01",43.446448
"1997-02-01",43.435111
"1997-03-01",43.140349
"1997-04-01",42.754891
"1997-05-01",42.539488
"1997-06-01",42.528151
"1997-07-01",42.460129
"1997-08-01",42.596173
"1997-09-01",42.516814
"1997-10-01",42.369433
"1997-11-01",42.142693
"1997-12-01",41.92729
"1998-01-01",41.847931
"1998-02-01",41.632528
"1998-03-01",41.564506
"1998-04-01",41.632528
"1998-05-01",41.915953
"1998-06-01",41.836594
"1998-07-01",41.983975
"1998-08-01",41.836594
"1998-09-01",41.621191
"1998-10-01",41.689213
"1998-11-01",41.677876
"1998-12-01",41.825257
"1999-01-01",41.893279
"1999-02-01",41.893279
"1999-03-01",41.961301
"1999-04-01",42.584836
"1999-05-01",42.369433
"1999-06-01",42.233389
"1999-07-01",42.426118
"1999-08-01",42.562162
"1999-09-01",42.981631
"1999-10-01",42.902272
"1999-11-01",42.970294
"1999-12-01",43.038316
"2000-01-01",43.163023
"2000-02-01",43.650514
"2000-03-01",44.262712
"2000-04-01",43.412437
"2000-05-01",43.548481
"2000-06-01",44.228701
"2000-07-01",44.08132
"2000-08-01",43.797895
"2000-09-01",43.922602
"2000-10-01",43.911265
"2000-11-01",43.899928
"2000-12-01",43.899928
"2001-01-01",44.217364
"2001-02-01",44.001961
"2001-03-01",43.378426
"2001-04-01",43.650514
"2001-05-01",44.035972
"2001-06-01",43.616503
"2001-07-01",43.083664
"2001-08-01",43.083664
"2001-09-01",42.936283
"2001-10-01",42.414781
"2001-11-01",42.142693
"2001-12-01",41.81392
"2002-01-01",41.36044
"2002-02-01",41.292418
"2002-03-01",41.541832
"2002-04-01",41.859268
"2002-05-01",41.405788
"2002-06-01",41.213059
"2002-07-01",41.666539
"2002-08-01",41.983975
"2002-09-01",41.723224
"2002-10-01",42.301411
"2002-11-01",42.550825
"2002-12-01",42.811576
"2003-01-01",43.129012
"2003-02-01",43.571155
"2003-03-01",43.435111
"2003-04-01",42.471466
"2003-05-01",42.142693
"2003-06-01",42.210715
"2003-07-01",42.335422
"2003-08-01",42.516814
"2003-09-01",42.698206
"2003-10-01",42.312748
"2003-11-01",42.188041
"2003-12-01",42.312748
"2004-01-01",42.301411
"2004-02-01",41.915953
"2004-03-01",41.972638
"2004-04-01",42.596173
"2004-05-01",43.28773
"2004-06-01",43.593829
"2004-07-01",43.333078
"2004-08-01",42.890935
"2004-09-01",42.879598
"2004-10-01",43.616503
"2004-11-01",44.103994
"2004-12-01",43.786558
"2005-01-01",43.219708
"2005-02-01",43.457785
"2005-03-01",43.639177
"2005-04-01",43.809232
"2005-05-01",43.253719
"2005-06-01",42.879598
"2005-07-01",43.480459
"2005-08-01",44.138005
"2005-09-01",45.373738
"2005-10-01",44.931595
"2005-11-01",43.786558
"2005-12-01",43.786558
"2006-01-01",44.557474
"2006-02-01",44.126668
"2006-03-01",43.877254
"2006-04-01",44.092657
"2006-05-01",44.512126
"2006-06-01",44.738866
"2006-07-01",44.64817
"2006-08-01",44.455441
"2006-09-01",42.278737
"2006-10-01",41.598517
"2006-11-01",42.233389
"2006-12-01",42.856924
"2007-01-01",42.358096
"2007-02-01",42.743554
"2007-03-01",43.17436
"2007-04-01",42.936283
"2007-05-01",43.072327
"2007-06-01",43.049653
"2007-07-01",42.630184
"2007-08-01",42.15403
"2007-09-01",43.208371
"2007-10-01",44.092657
"2007-11-01",44.954269
"2007-12-01",44.659507
"2008-01-01",44.886247
"2008-02-01",44.659507
"2008-03-01",44.500789
"2008-04-01",44.444104
"2008-05-01",44.636833
"2008-06-01",45.600478
"2008-07-01",46.269361
"2008-08-01",46.053958
"2008-09-01",45.611815
"2008-10-01",44.217364
"2008-11-01",41.201722
"2008-12-01",39.977326
"2009-01-01",39.875293
"2009-02-01",40.102033
"2009-03-01",39.535183
"2009-04-01",39.331117
"2009-05-01",38.820952
"2009-06-01",38.582875
"2009-07-01",37.743937
"2009-08-01",38.310787
"2009-09-01",38.446831
"2009-10-01",39.739249
"2009-11-01",42.15403
"2009-12-01",43.17436
"2010-01-01",42.94762
"2010-02-01",42.437455
"2010-03-01",42.60751
"2010-04-01",42.482803
"2010-05-01",42.233389
"2010-06-01",41.303755
"2010-07-01",41.541832
"2010-08-01",41.36044
"2010-09-01",41.303755
"2010-10-01",41.337766
"2010-11-01",41.213059
"2010-12-01",41.609854
"2011-01-01",41.859268
"2011-02-01",42.403444
"2011-03-01",43.004305
"2011-04-01",43.469122
"2011-05-01",43.888591
"2011-06-01",43.979287
"2011-07-01",44.092657
"2011-08-01",44.262712
"2011-09-01",44.42143
"2011-10-01",44.024635
"2011-11-01",43.911265
"2011-12-01",43.4011
"2012-01-01",43.321741
