"Data Source","World Development Indicators",

"Last Updated Date","2017-01-03",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Burundi","BDI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","13.6709389067377","","","","","","","","","","23.0257010448423","27.69193312738","28.2540590208745","25.1830169273105","23.6275593735149","22.7156974534398","","22.0782858570715","20.647628458498","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","0.513272642538753","0.533238635786597","0.616599034632035","0.681403021978548","0.669538385641929","0.785569868836171","0.847906997010209","0.9742255339406","1.00864760448049","1.13404796557718","1.39968859837155","1.57024184586776","1.65401786641889","","","","","","","","","","","45.4248690315184","45.6732906552859","44.4319943425793","44.1115085701029","43.4608518339571","42.4239607779353","42.9642527664864","41.1815239374243","42.3737910708631","40.6838654645229","43.4943983706219","40.3884625734054","40.2231134641186","41.8647489069125","44.1532812414434","43.3925727299743","44.5122120101934","45.8021043091344","45.6967480436515","45.2172164390042","","",
"Benin","BEN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4864355881305","10.8025833724753","12.0207507269363","11.3018504563343","12.0903117846712","12.4862818671576","12.0650360889549","13.1219357075546","13.2078814771127","13.296202137999","12.4121438336678","12.8461545283871","12.7658163490871","","","",
"Burkina Faso","BFA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1839481323123","10.4668905880339","11.4489199767813","11.4768174782094","12.6198108649726","13.8800780886127","12.1309026949596","12.6290152779803","11.9157400747509","12.4152993456344","14.5365284952734","13.8898909513001","14.631061124378","","",
"Bangladesh","BGD","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85279247057531","7.88712372772849","7.83605027787651","7.60497659759871","8.1426283401405","8.33493730155715","8.66279314084748","9.42878117115452","9.87158360325856","9.26625106718959","9.84343390380386","9.40257015132424","9.37841578494339","","","",
"Bulgaria","BGR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5154855851211","39.3728813559322","39.5488047808765","43.683506189361","43.7151826484018","39.5334346400687","45.5156986827085","28.7388732332583","25.8528209023881","29.7576588787114","30.9672083595013","30.0926108253152","30.9979653000373","32.0706256278196","32.6655238087823","30.6674096500513","29.2327711806672","28.2644398059329","28.2157089246114","29.6951030207999","29.0946655172054","29.3810444603631","30.5007024038605","","","","",
"Bahrain","BHR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4964788732394","24.7508209944115","26.0579937304075","26.1494399836342","25.2507869852495","23.3836511495704","22.2333619070462","22.7411710827642","23.943056212636","24.073108016594","19.9022611750668","20.8411474056075","23.0886666372329","20.866287871538","19.3691419696623","17.3135946418409","16.2896851061383","16.0054244059101","16.2177818188965","19.7624980144398","19.4675528718405","22.5032347134935","","23.3551426542093","","","",
"Bahamas, The","BHS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","14.6817707557013","16.3662239089184","19.2720563569272","20.1526242018377","19.7054698457223","17.8279673234022","15.9413918282688","16.6329663745975","17.7777777777778","17.5378571881138","17.4342105263158","15.8394983097349","15.5168705785699","16.3437815975733","","16.6719897796231","16.8582625734814","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6109245182404","33.9879773067555","36.0789745342413","37.8533514228445","39.8544282741257","39.1918699555271","38.150081885939","39.0768610572535","37.4153949478903","40.0257880423807","","",
"Belarus","BLR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4764737696052","36.353671903544","29.9406514848369","28.7418061886648","27.7234267031973","27.2143970737407","25.9043401863191","27.0587694502267","25.3401651010532","26.8710548994946","24.6783838275634","28.2128169988623","29.2698762597066","30.250762674224","32.4134847792902","34.6577822535411","33.9503611411595","32.8486134535099","31.3075414420466","26.3132000281332","28.5214351505735","29.1939418037632","28.3861339628711","29.0606496752277","",
"Belize","BLZ","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6238954121777","16.951086721274","18.2124428666228","19.7344595707931","21.1012497424095","18.6474707985482","18.7040115450375","19.3136525280242","19.2235778490751","19.8743101761509","17.8692973190015","19.388420580079","18.8855450771987","21.4077198784457","25.4287609393386","24.6235818026797","25.4932451350874","23.7212777531883","23.1395718318346","24.9910787801777","24.6654261745314","24.4847105415981","22.4807386687461","23.9074166079435","24.098970998749","","",
"Bermuda","BMU","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9714540612205","12.1675797294904","11.6792374253852","13.0645366367137","14.1920656529865","14.528441373589","17.5620012095936","20.3773920315284","18.9761003826049","17.7068002917195","18.8322627750955","19.6888540559611","19.6762971578986","20.5041201881171","20.5536490449212","24.2449167486935","28.7844352060692","28.2076377036326","27.2111987638891","25.9831531907592","23.938039331039","21.8110819850168","","","","","","","","","",
"Brazil","BRA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","18.5738607002404","18.7510221254451","19.3901836469696","19.3590263589498","19.5549412036122","24.4263394403174","25.9871057837054","23.5729009045709","30.1263788156626","36.5686787803611","34.1872752580131","23.4708495564325","28.4832206205625","36.5103738104717","32.2072808091906","","","21.8155865680624","21.8945010520902","21.709853215415","21.3680983080393","22.5816320488098","22.6273151890866","24.6883869291855","22.7005325358227","25.3690159782485","27.8346925646932","26.8096871515732","27.305459541971","26.3370676619543","28.7430958027272","29.2050855857648","28.6204797222525","28.5184970889356","29.9745249087013","","",
"Barbados","BRB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.44573834547","25.2819089975552","27.5416078993578","26.3600357318469","30.0802589390308","32.174320781188","32.986560905616","34.9949951883039","34.482767494253","37.7956429529021","38.003037369559","","","",
"Brunei Darussalam","BRN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","15.1179755710549","13.6987284279409","15.9710820961985","20.7244838300912","16.6420678316665","","21.2007613141","20.4636795142626","20.557123772059","19.6498710597023","18.196810387882","17.7345147327181","19.464287482123","20.1576638428572","23.3382281113061","19.6242206696467","17.199069599131","18.0927595598282","19.1859745433812","20.1846473963324","18.4903344276281","18.5450729352952","16.9858870481841","19.7556697383668","19.2979598899846","18.3841057256623","22.5641896828876","23.2878097384884","21.704169827717","21.859143025309","20.4358757554924","20.1421780934233","18.1649103147078","","",
"Botswana","BWA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6816025863719","27.8405419816203","30.4987482710136","32.6279809985908","29.0775365994438","30.6240563663815","28.9626370625942","","","","","","","","","","28.7007095838099","30.0905723707506","35.0511965138618","38.6081092513734","33.1241812115125","28.699954944138","29.9303659769992","","","","",
"Central African Republic","CAF","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66162851275332","","","","11.0060824182702","16.4835108736453","17.6074630980415","14.8155054129965","9.40636812440307","","","","",
"Canada","CAN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1874062946881","25.4577384723412","25.6199905309775","25.2170269457218","23.8232213267267","23.5052287589584","22.4184181754749","20.4384988638149","20.2442134013304","19.8241635273223","18.8372430559335","18.7771206614614","18.0270410239337","18.1011984979785","17.3248806696024","17.8811569002165","17.0775234267096","17.0072804366228","17.1258431275988","18.9019149974639","19.1296594552415","17.8920314002538","17.5597759061843","17.220759193169","16.703183863707","17.3014710924485","",
"Central Europe and the Baltics","CEB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.239427366789","34.1317588068072","31.6983514052659","30.7146581675697","30.3777773860349","30.3162923333507","30.2441750001115","32.4304785578638","32.2401134048457","34.870988413842","33.8777784913094","33.4805616338942","33.3217522498121","32.3946772681801","33.1839648102637","34.9295888410394","34.8961536244611","33.9321437366832","33.3741454496263","33.3320214884986","","","",
"Switzerland","CHE","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","17.1971180284479","16.5160495277899","17.27370251966","17.7029030269489","17.7915163793308","","","","","","","20.6332275444968","22.3168374730224","23.6044555599897","23.5476220212086","23.7554727954383","24.7232810168964","24.7292680431984","24.9537945070401","24.5104108582111","23.4718703276858","17.0116189868086","17.8596016525054","18.272764694154","18.122344920287","17.7386778301855","16.8397364674507","16.2279757937647","15.7580261217418","16.7103896433024","16.5655332445553","16.4941182840723","16.3417615364849","17.1748773723059","","","",
"Channel Islands","CHI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","33.2944897619444","27.2565436999055","25.0815966227793","29.2260853132146","26.9276514964637","28.4407629944858","27.9932562908286","25.3838458506251","25.4947365358973","26.9064907959943","31.9743055345854","29.9291913196651","30.318790343113","27.6382580042966","25.6228852930605","22.4555393012277","20.3437977761472","18.6456120883904","17.6493873564964","17.7914422964442","17.1521289710199","17.1563990336203","16.5189172003628","15.5688483573004","16.3211666671842","16.4243866738689","17.7953814154493","19.3807823688932","19.8648231974621","19.8297886810456","19.8974079763362","19.0056227205253","17.9275835972216","17.2507876235943","16.1293526040711","16.3657449242565","18.5627862300646","21.4644449506907","20.597630966793","20.0269548476665","20.4086438589065","20.4523695683487","21.0498048184464","21.9317118257196","",
"China","CHN","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4463683567881","13.2187234513297","14.2948642578035","14.3285773418437","14.8062169910301","13.8387702156059","15.0522629214744","15.4396554584976","14.5676276878789","14.9026473049333","13.8745781453017","15.2002109389827","13.5782903255191","13.158941224584","","",
"Cameroon","CMR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8274085522926","35.0480199973688","33.9183191498025","29.8238969892066","24.8365007309379","34.2701187578373","38.1010346926354","26.6611467605051","","23.6499894002832","28.0415425098104","20.2484185670834","30.7945743804056","24.7909559613791","20.2288873497254","21.166529356163","16.2650829575295","16.0604237391134","13.3867093005395","12.6469466430605","15.5477245868439","","","","",
"Colombia","COL","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3166066677647","22.1201943516985","16.9331428734368","","","27.622281719396","","","","","24.3876116203938","24.5794807063155","25.3641045356784","24.1907026039936","25.1184219559195","28.1576136141321","32.4947640018693","","",
"Comoros","COM","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.242720873769","29.609811596401","24.8295177921221","22.9336869711538","22.715189457667","","","","","","","",
"Costa Rica","CRI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","15.5475083095774","15.0578479767084","16.3050594260206","16.3477722532841","16.1408548982909","20.5339492502451","21.2812709554376","21.5913340673807","18.0902127387128","16.6247715415639","16.596373335286","15.9547043752924","15.9394137277958","19.5670728693612","19.8364689464102","17.6664250629817","18.6287826738625","18.7085236262352","18.4880812431939","17.855562853839","19.4559645906017","23.1213259034096","21.6631641255333","22.6078338104178","21.5011461455252","21.1651874553592","22.2160263768431","22.1286222669378","22.8485047601115","24.7052265411499","23.7259559171593","22.6246337446009","22.7512392641255","21.7090500774016","21.2721567550239","21.8025915394957","24.8934435873835","25.8816644328558","25.6787194917663","26.3681462660549","27.2175114990781","26.8129052461318","","",
"Caribbean small states","CSS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6117259099295","27.3945837295271","25.9054414774377","26.2054668318981","25.3499914962303","28.4028158214554","26.9085579667061","28.2529030463476","33.1225701794792","30.6545082700175","28.8834692807111","30.091861795895","","","","",
"Cuba","CUB","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","30.2140057477228","25.8820015641889","23.3443620610117","23.7433374485356","22.500793647279","24.510061362583","25.7294514126567","26.7528542007549","30.5427986773838","26.6561970509267","27.2001064053983","25.2695363248754","27.3733296128535","27.7027900454485","27.4752965005069","50.4016366456296","51.9479482041439","50.6985863799203","50.1847870688582","50.9739548168824","46.4595815900593","48.4645123675524","50.0567304453948","53.3871445184112","52.5676769734349","52.7753768365469","54.4068271333249","56.731846253424","63.1463326182581","60.4303493740664","61.9844047821977","60.9143234516625","60.2046226719691","61.6961003473669","38.7147562053177","38.5782015078111","39.5162966078931","40.2640365747162","41.0802397589164","47.7145166615435","","",
"Czech Republic","CZE","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3121891747377","30.7956351682426","30.2367232764704","29.2796291780636","29.4156946845638","28.9404350908505","29.0562731864301","30.8121367427707","32.4826870630305","34.3394647641509","34.316639195934","32.4846124160306","32.9979815664469","32.7086441880842","31.1496967889141","31.3334890691861","34.531788373123","34.0189612082604","33.5164133667017","33.0182033502204","33.0270308784889","33.7879530037283","","",
"Germany","DEU","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","20.2451425486329","20.6640515527441","22.2783016786358","24.5751452011994","24.7354450705655","24.8111263001641","24.8004287189228","24.3446380450108","25.4809535025699","26.2702389772785","26.512415698961","26.0914939623213","26.2962508325889","25.863433609418","25.4416263163614","25.8547623436741","25.6427735292641","24.6505937724218","24.7794420187053","31.2036966704646","31.4311752353538","31.8490177575706","31.8807402105677","38.3924734580384","32.5024917978321","31.9302624689262","31.7905293252008","31.6666828096548","31.3179429996976","30.7650067665206","31.136790552621","31.5818348888328","30.4069373122759","30.4499621880514","29.219429645879","27.9698634824509","28.2302653665087","30.9945209488351","31.2560948195003","28.8615747728551","28.4227375229311","28.611476732337","28.340931554449","","",
"Djibouti","DJI","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3754009914382","25.7118163066671","22.7577202138458","24.4803920417356","23.0263775555079","23.75","23.168880455408","23.5472018119128","23.9024147743922","21.8439869058759","23.7632680802195","24.259324006684","24.1059248698745","25.6623775070252","24.3822352518876","","",
"Denmark","DNK","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","29.4153851321375","27.0501391587039","30.4011383820123","31.1966706172923","30.0933345032277","30.5238075373709","31.4107621573714","32.8964736387667","36.1114914102637","38.3595774028833","39.476283740714","39.9601831902045","39.4508605372125","37.7420856553154","35.247436537852","35.0743772077101","36.6525803330347","37.0092152452022","37.0447974526039","36.658793400959","37.6310468461028","40.3539688883453","40.7121492758927","42.3243796569746","40.9902722734057","39.3294297587793","38.9756894673471","38.1759148657171","36.7933969999518","36.6254813980923","36.6387027741477","37.0815819860226","36.8311364244852","34.8875569873252","33.2198063484385","36.0580107447748","36.8411507459888","42.136454375008","42.5569969460412","42.6972451243698","43.7996945753934","41.9406678154157","","","",
"Dominican Republic","DOM","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","11.3621496502793","10.6751401320058","11.2729012852065","9.36293142102822","10.3912539958307","","10.7552781501341","14.8359639405695","14.0717838324267","13.1636167101587","11.4100949996197","12.1572719536387","11.2028579107157","10.7038684144739","11.2672735123221","8.47854793910714","9.45130165074861","8.48701478599606","6.89608866576149","5.56649328342489","7.06675468353148","8.62408148695695","8.0609690533214","7.83079318714501","8.13143380348308","10.4606778053952","10.4368117994313","10.9575316375235","11.129098260915","12.5152537267059","12.7796194597889","10.8962145732359","13.726931915319","14.4409840916043","14.5877884700328","13.5862337522216","15.3966763993594","15.094534455154","14.2162216658737","14.0315683063219","15.8464510021777","15.6268682810005","16.2706722267327","","",
"Algeria","DZA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2399596468148","24.1788903943644","22.3733851513275","23.795231317264","23.4536292546845","23.9236298031909","20.7637446225244","22.7956995047045","24.270506770702","21.7821031543559","20.9025306024847","17.0973904680364","19.190071633038","21.0130853294658","23.23975829304","25.65092025675","24.4705363242904","29.531072965608","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0593701935594","17.1070863422298","17.9075338112062","17.7010191401194","17.4441804918263","17.2034895864623","17.7032631423047","18.5305148871332","18.0363667524202","17.89614493936","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3005838921055","16.6427929861611","","","24.2647866968958","21.7904217254767","22.5463446781557","23.6052087281327","23.4318429544794","23.8754204245395","23.1668686985469","","","","26.4531002039207","34.1766633645321","30.3295844557048","27.4720033749439","28.3233298029472","28.4898157659905","29.6203758316755","","",
"Europe & Central Asia","ECS","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","24.1245196421078","25.5433510825148","28.0546412073021","28.187732742978","28.4451105435777","29.427586593693","29.9486171641446","30.6615507427805","30.8069765579826","32.488317819725","31.7937042850432","31.8986243695909","33.646098578642","34.8098182665198","34.7891161502556","33.4693281314764","33.0004035057582","33.6447227100542","35.5112880656944","37.0432141891547","38.1662678768797","36.7660625445721","37.2728842539131","38.0902464092784","36.1999224108957","34.4032060304203","34.0046972132624","33.4315584598456","33.6320572844353","33.8587615236343","34.4167531772636","33.9169694087399","34.028751441914","33.4850992318059","33.3085625286136","33.9955014385921","37.724424568749","37.2836027005882","35.8167202966894","36.5981157322043","36.3555343372702","36.7587996125189","","",
"Ecuador","ECU","Expense (% of GDP)","GC.XPN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
