Name in English,Number of speakers,Degree of endangerment,Latitude,Longitude
Kulina Páno,20,Severely endangered,-5.6597,-71.5429
Leco,20,Critically endangered,-15.586,-67.9064
Loun,20,Critically endangered,-2.8717,128.8366
Mander,20,Critically endangered,-2.4341,138.7284
Mangarla,20,Critically endangered,-20.159,122.6513
Maringarr,20,Critically endangered,-14.1525,129.6166
Nataoran,20,Critically endangered,24.0088,121.5898
Nez Perce,20,Critically endangered,46.4347,-116.8268
Nisvai,20,Critically endangered,-16.4492,167.7117
Nyamal,20,Severely endangered,-21.4019,119.3225
Nyikina,20,Severely endangered,-18.2613,124.6179
Panamint,20,Critically endangered,36.4555,-116.8666
Pite Saami,20,Critically endangered,66.0447,17.8857
Qawasqar,20,Critically endangered,-49.6391,-74.3554
Red Gelao (Viet Nam),20,Critically endangered,23.1666,105.25
Somyev,20,Critically endangered,6.9318,11.5136
Ume Saami,20,Critically endangered,65.1091,18.2153
Usku,20,Critically endangered,-3.5449,140.7499
Vote,20,Critically endangered,59.5858,28.4518
Wajarri,20,Severely endangered,-26.8841,116.6748
Wambaya,20,Critically endangered,-17.7696,134.923
Warekena (Brazil),20,Critically endangered,0.7909,-68.3789
White Gelao (Viet Nam),20,Severely endangered,23.2,105.3333
Mixtec of Tlaltempan,19,Definitely endangered,18.6166,-98.0833
Uruak,19,Critically endangered,3.9957,-63.5888
Pacahuara,18,Critically endangered,-11.4369,-65.6762
Ririo,18,Critically endangered,-6.91,156.9671
Ava-Canoeiro,16,Critically endangered,-14.0847,-48.0418
Chorotega,16,Critically endangered,9.8991,-83.6855
Ainu (Hokkaido),15,Critically endangered,43.2612,142.8222
Jaminjung,15,Severely endangered,-15.2417,130.5725
Mwesen,15,Critically endangered,-13.874,167.5415
Sechelt,15,Critically endangered,50.0846,-123.7437
Tanana,15,Critically endangered,64.605,-149.0625
Ingalik,14,Critically endangered,62.1655,-156.3134
Jingulu,14,Severely endangered,-17.3716,134.187
Zapotec of Mixtepe,14,Critically endangered,16.2666,-96.3666
Woria,13,Critically endangered,-2.4011,136.4886
Aruá,12,Severely endangered,-12.0285,-64.7094
Han (United States of America),12,Critically endangered,64.7837,-141.2172
Hupa,12,Critically endangered,41.7624,-123.7028
Karuk,12,Severely endangered,41.7929,-123.3763
Makah,12,Critically endangered,48.3658,-124.6118
Ngaatjatjara,12,Severely endangered,-25.1651,127.3535
Ngaliwuru,12,Critically endangered,-15.5595,131.0614
Ofayé,12,Critically endangered,-21.361,-52.0532
Umpila,12,Severely endangered,-13.0366,143.3386
Yurok,12,Critically endangered,41.0607,-124.1413
Kinikinau,11,Critically endangered,-21.0685,-56.2765
Wagiman,11,Severely endangered,-14.1845,131.6546
Achumawi,10,Critically endangered,40.8816,-122.6715
Arho,10,Critically endangered,-21.274,165.0503
Arikara,10,Critically endangered,47.648,-101.8327
Ayizi,10,Critically endangered,24.5964,103.7329
Bangsa,10,Critically endangered,-16.146,167.389
Ch'orti' (Honduras),10,Critically endangered,14.9364,-88.865
Chung (Thailand),10,Critically endangered,14.4897,99.1661
Copper Island Aleut,10,Critically endangered,54.7753,167.5662
Gros Ventre,10,Critically endangered,48.4824,-108.7639
Gweno,10,Critically endangered,-3.7135,37.6501
Hoti,10,Critically endangered,-3.0143,130.3692
Hulung,10,Critically endangered,-2.8614,128.5606
Ibu,10,Critically endangered,1.5269,127.5265
Iranxe,10,Critically endangered,-12.6939,-57.843
Kamarian,10,Critically endangered,-3.4366,128.5345
Karajarri,10,Critically endangered,-19.0205,122.3437
Karipuna,10,Definitely endangered,-10.2284,-64.5556
Katawixi,10,Critically endangered,-8.8416,-66.0937
Kawaiisu,10,Critically endangered,35.0589,-118.4026
Khövsgöl Uryangkhay,10,Critically endangered,50.9722,101.3159
Krenak,10,Critically endangered,-19.1937,-41.1527
Kurrama,10,Critically endangered,-21.6383,117.9711
Lardil,10,Critically endangered,-16.5526,139.3176
Lom,10,Critically endangered,-1.6751,105.8917
Lorediakarkar,10,Critically endangered,-15.1967,167.0498
Madngele,10,Critically endangered,-13.3789,130.5395
Malak Malak,10,Critically endangered,-13.7713,130.6384
Manchu (Amur),10,Critically endangered,49.7666,127.5
Manchu (Nonni),10,Critically endangered,48.0083,124.3542
Mandan,10,Critically endangered,47.5165,-102.2461
Marrisyefin,10,Critically endangered,-13.934,129.8254
Massalat,10,Critically endangered,12.7635,20.5993
Matanvat,10,Critically endangered,-15.8972,167.1947
Matipu,10,Critically endangered,-12.2366,-53.1875
Mawayana (Brazil),10,Critically endangered,-0.9447,-58.2495
Munsee (Canada),10,Critically endangered,42.57,-81.879
Naati,10,Critically endangered,-16.515,167.4645
Ngardi,10,Critically endangered,-20.6327,128.5839
Ngbinda,10,Critically endangered,4.6092,27.0812
Northern Paiute (Idaho),10,Critically endangered,43.0439,-112.4566
Nusa Laut,10,Critically endangered,-3.6833,128.8
Oneida (Wisconsin),10,Critically endangered,44.5158,-88.0075
Onondaga (New York),10,Critically endangered,43.047,-76.1422
Osage,10,Critically endangered,36.6683,-96.3316
Parintintin,10,Critically endangered,-6.5773,-61.7871
Pawnee,10,Critically endangered,36.3372,-96.8032
Puari,10,Critically endangered,-2.8689,141.6577
Rembarrnga,10,Critically endangered,-13.3896,133.6706
Sene,10,Critically endangered,-6.3753,147.7825
Sowa,10,Critically endangered,-15.8609,168.1842
Susuami,10,Critically endangered,-7.2044,146.5493
Taap,10,Critically endangered,-6.146,146.3955
Tape,10,Critically endangered,-16.0953,167.3094
Ter Saami,10,Critically endangered,68.0638,38.7063
Thao,10,Critically endangered,23.8808,120.9206
Tule-Kaweah Yokuts,10,Critically endangered,36.0269,-118.7213
Tundra Enets,10,Critically endangered,71.6973,83.5839
Wichita,10,Critically endangered,35.0647,-98.2788
Xambioá,10,Critically endangered,-7.1717,-49.1583
Yawalapiti,10,Critically endangered,-12.1702,-53.3365
Yiiji,10,Critically endangered,-15.8458,127.6281
Arára Shawãdáwa,9,Critically endangered,-8.581,-72.29
Kuuku Ya'u,9,Critically endangered,-12.0185,142.8112
Ngandi,9,Critically endangered,-13.6459,135.2087
Ngarluma,9,Critically endangered,-21.1664,117.3339
Zaparo,9,Critically endangered,-2.2186,-76.5087
Ongota,8,Critically endangered,5.3207,37.2244
Ajuru,8,Severely endangered,-12.0178,-64.7534
Araki,8,Critically endangered,-15.6322,166.9413
Ayapanec,8,Critically endangered,18.2241,-93.1108
Busuu,8,Critically endangered,6.8282,10.1087
Chamicuro,8,Critically endangered,-5.5285,-75.5969
Dumi,8,Critically endangered,27.3095,86.7521
Kayardild,8,Critically endangered,-17.1197,139.4604
Munichi,8,Critically endangered,-5.8182,-76.1846
N|uu,8,Critically endangered,-28.5169,21.4453
Xetá,8,Critically endangered,-23.2867,-53.3935
Kiksht,7,Critically endangered,44.2708,-121.2871
Makolkol,7,Critically endangered,-4.8994,151.6827
Akuntsu,6,Critically endangered,-13.1169,-61.018
Anambé,6,Critically endangered,-2.7674,-49.2297
Arabana,6,Critically endangered,-28.6134,135.8349
Ipai,6,Critically endangered,32.9359,-116.868
Karaim (Western Ukraine),6,Critically endangered,50.7538,25.3351
Kings River Yokuts,6,Critically endangered,36.9104,-118.9261
Korana,6,Critically endangered,-26.9352,24.1254
Mangarrayi,6,Critically endangered,-14.8067,133.8793
Northern Sierra Miwok,6,Critically endangered,38.4008,-120.5351
Abaga,5,Critically endangered,-6.1883,145.5976
"Aleut (Western, Commander Islands)",5,Critically endangered,55.171,166.094
Aqaw Gelao,5,Critically endangered,28.7447,106.0714
Aveteian,5,Critically endangered,-16.3985,167.4213
Central Selkup,5,Critically endangered,59.8903,82.0129
Cocama-Cocamilla (Brazil),5,Critically endangered,-1.8043,-66.5332
Dyirbal,5,Critically endangered,-18.0205,145.4809
Gamilaraay,5,Critically endangered,-29.7929,149.7106
Great andamanese,5,Critically endangered,12.2326,92.9031
Guató,5,Critically endangered,-17.644,-57.6562
Holikachuk,5,Critically endangered,64.2254,-155.3027
Iduh (Viet Nam),5,Critically endangered,19.4162,104.487
Isarog Agta,5,Critically endangered,13.6805,123.3805
Itonama,5,Critically endangered,-13.6246,-63.5668
Juma,5,Critically endangered,-7.4496,-63.8195
Kalispel,5,Critically endangered,48.2549,-117.2174
Kanoê,5,Critically endangered,-13.1222,-61.051
Liki,5,Critically endangered,-1.6202,138.738
Luiseño,5,Critically endangered,33.4622,-117.1269
Lushootseed,5,Critically endangered,47.6074,-122.5681
Manchurian Kirghiz,5,Critically endangered,47.8,124.2
Mansim,5,Critically endangered,-0.9008,134.0441
Naman,5,Critically endangered,-16.1216,167.4337
Nasarian,5,Critically endangered,-16.3517,167.4659
Navwien,5,Critically endangered,-16.469,167.4975
Ndai,5,Critically endangered,8.399,14.1641
Ngalakan,5,Critically endangered,-14.5729,134.4946
Nivat,5,Critically endangered,-16.1302,167.3835
Niviar,5,Critically endangered,-16.1302,167.3945
Olrat,5,Critically endangered,-14.2796,167.4302
Oro Win,5,Critically endangered,-11.6683,-65.1379
Paunaca,5,Critically endangered,-16.573,-61.4355
Resígaro,5,Critically endangered,-2.7674,-71.7187
Sorsorian,5,Critically endangered,-16.4709,167.6499
Southern Selkup,5,Critically endangered,58.6626,85.8581
Tuzantec,5,Critically endangered,15.1455,-92.4232
Umbrul,5,Critically endangered,,
Vano,5,Critically endangered,-11.6286,166.8383
Wunambal,5,Critically endangered,-15.6124,125.0024
Yuchi,5,Critically endangered,36.0009,-96.0988
Bonerif,4,Critically endangered,-2.1088,139.2352
Coeur d'Alene,4,Critically endangered,43.3433,-116.8873
Dharawal,4,Critically endangered,-34.7235,150.5786
Guranalum,4,Critically endangered,-4.3464,152.8417
Lengilu,4,Critically endangered,3.7327,115.8728
Njerep,4,Critically endangered,6.4572,11.2884
Ouma,4,Critically endangered,-10.233,149.1
Paakantyi,4,Critically endangered,-31.5598,143.3935
Saponi,4,Critically endangered,-2.4025,136.5037
Tanema,4,Critically endangered,-11.6986,166.9111
Tehuelche,4,Critically endangered,-51.5087,-70.3125
Totoró,4,Critically endangered,2.504,-76.4016
Waanyi,4,Critically endangered,-17.7486,138.2739
Worrorra,4,Critically endangered,-16.4887,124.6289
Awakatek (Mexico),3,Critically endangered,19.3481,-90.7177
Baldemu,3,Critically endangered,10.5742,14.5623
Bung,3,Critically endangered,6.5718,11.8267
Canichana,3,Extinct,-14.5835,-64.9731
Central Pomo,3,Critically endangered,38.9704,-123.6893
Central Sierra Miwok,3,Critically endangered,37.962,-120.2384
Chemehuevi,3,Critically endangered,34.0138,-114.2146
Kiowa Apache,3,Critically endangered,35.1018,-98.6033
Konkow,3,Critically endangered,39.467,-121.5155
Lake Miwok,3,Critically endangered,38.6426,-122.3849
Mabiri,3,Critically endangered,12.1682,18.7275
Mescalero-Chiricahua Apache (Oklahoma),3,Critically endangered,34.8986,-98.3589
Northern Pomo,3,Critically endangered,39.4143,-123.3502
Sabanê,3,Critically endangered,-12.5277,-59.6859
Southern Pomo,3,Critically endangered,38.7048,-122.8971
Southern Sierra Miwok,3,Critically endangered,37.6148,-119.789
Tubatulabal,3,Critically endangered,35.6444,-118.5183
Tuscarora (United States of America),3,Critically endangered,43.0877,-79.0627
Ura,3,Critically endangered,-18.654,169.074
Andoa (Peru),2,Critically endangered,-2.6796,-76.2011
Arikapu,2,Critically endangered,-12.0527,-64.7259
Aurê-Aurá,2,Critically endangered,-2.9649,-46.2084
Baré (Brazil),2,Critically endangered,0.4394,-68.2031
Cayuvava,2,Critically endangered,-12.7903,-65.3247
Gajerrong,2,Critically endangered,-15.222,128.6059
Ganggalidda,2,Critically endangered,-17.1001,138.3618
Guarasu,2,Critically endangered,-13.4724,-61.0427
Klallam,2,Critically endangered,47.8475,-122.585
Kujubim,2,Critically endangered,-11.9963,-64.7534
Kunjen,2,Critically endangered,-16.1316,142.207
Kuruáya,2,Critically endangered,-5.0033,-53.9208
Lemerig,2,Critically endangered,-13.7473,167.4096
Luri,2,Critically endangered,9.9255,9.5965
Maidu,2,Critically endangered,40.4134,-120.6738
Oneida (New York),2,Critically endangered,43.0778,-75.6622
Poyanawa,2,Critically endangered,-7.6238,-73.2568
Puruborá,2,Critically endangered,-12.3292,-64.2919
Salamãy,2,Critically endangered,-8.7602,-63.9074
Sambe,2,Critically endangered,8.6027,8.3825
Spokane,2,Critically endangered,47.9286,-118.0165
Tharkarri,2,Critically endangered,-24.148,114.6533
Vacacocha,2,Critically endangered,-2.0869,-74.5092
Wangaaybuwan,2,Critically endangered,-31.1093,144.9975
Xipáya,2,Critically endangered,-4.3902,-53.9648
Apiaká,1,Critically endangered,-11.1519,-57.3113
Bikya,1,Critically endangered,6.8309,10.0277
Bishuo,1,Critically endangered,6.9032,10.0991
Chaná,1,Critically endangered,-31.8402,-60.5786
Dampel,1,Critically endangered,0.7923,120.2494
Diahói,1,Critically endangered,-7.9939,-62.1936
Kaixána,1,Critically endangered,-2.0649,-67.4121
Lae,1,Extinct,-6.6318,147.181
Laua,1,Critically endangered,-10.1824,149.2053
Patwin,1,Critically endangered,38.7608,-122.0354
Pazeh,1,Critically endangered,24.2469,120.7727
Pémono,1,Critically endangered,5.6487,-65.8081
Taushiro,1,Critically endangered,-3.2502,-75.8935
Tinigua,1,Critically endangered,2.3833,-73.6413
Tolowa,1,Critically endangered,41.9566,-124.1915
Uru,1,Extinct,-16.5519,-68.6645
Volow,1,Critically endangered,-13.6433,167.7159
Wintu-Nomlaki,1,Critically endangered,39.8637,-122.0822
Yahgan,1,Critically endangered,-55.0028,-67.4615
Yarawi,1,Critically endangered,-7.9001,147.6411
!Gan!ne,0,Extinct,-31.3911,26.6748
Aasax,0,Extinct,-5.1948,37.738
Ahom,0,Extinct,26.5393,92.5378
Ainu (Kuril),0,Extinct,46.8882,152.0068
Ainu (Sakhalin),0,Extinct,47.3983,142.2949
Akkala Saami,0,Extinct,67.5809,31.668
Alderney French,0,Extinct,49.7098,-2.2075
Amanayé,0,Extinct,-3.7327,-49.1088
Andoa (Ecuador),0,Extinct,-2.3341,-76.5016
Andro,0,Extinct,24.8415,94.0539
Antoniano,0,Extinct,35.9717,-121.1757
Aore,0,Extinct,-15.5767,167.1638
Apolista,0,Extinct,-14.4027,-68.6206
Arapaho (Oklahoma),0,Extinct,35.602,-97.9712
Arapáso,0,Extinct,0,-66
Aribwatsa,0,Extinct,-6.6523,147.2291
Arin,0,Extinct,56.2982,91.7468
Arman,0,Extinct,59.6732,150.1391
Arta,0,Extinct,16.4225,121.7042
Atacameño,0,Extinct,-22.7559,-68.247
Atsugewi,0,Extinct,40.8824,-122.6661
Babuza,0,Extinct,24.01,120.623
Badala,0,Critically endangered,-25.285,153.1054
Baga Kalem,0,Extinct,10.4013,-14.3151
Baga Mboteni,0,Critically endangered,10.7415,-14.5513
Barbareño,0,Extinct,34.4227,-119.7039
Barzani Jewish Neo-Aramaic (Iraq),0,Extinct,36.2619,43.9892
Basay,0,Extinct,25.1378,121.6543
Baygo,0,Extinct,11.7436,24.6423
Berakou,0,Extinct,12.8492,15.032
Berti,0,Extinct,14.6898,25.9524
Bina,0,Extinct,-10.2365,149.6063
Birgid,0,Extinct,14.8598,25.0103
Boro,0,Extinct,8.6244,0.6262
Cacaopera,0,Extinct,13.4109,-87.8741
Cape Khoekhoe,0,Extinct,-34.4522,19.7314
Cappadocian Greek (Turkey),0,Extinct,38.048,32.6953
Catawba,0,Extinct,34.9361,-81.0272
Cayuga (Oklahoma),0,Extinct,36.6302,-94.6441
Cayuse,0,Extinct,44.9647,-118.5424
Central Kalapuyan,0,Extinct,43.8,-123.06
Chairel,0,Extinct,24.976,94.2407
Cholon,0,Extinct,-8.8633,-76.1791
Coptic,0,Extinct,26.8915,29.0959
Cowlitz,0,Extinct,46.132,-122.8642
Culle,0,Extinct,-8.1951,-78.294
Cuman,0,Extinct,46.5815,19.6765
Cupeño,0,Extinct,33.364,-117.0756
Dalmatian,0,Extinct,45.0599,14.5719
Deti,0,Extinct,-20.9614,24.461
Dharug,0,Critically endangered,-34.0344,150.9301
Dhurga,0,Critically endangered,-35.4964,150.249
Dicamay Agta,0,Extinct,16.6998,122.0167
Dorasque,0,Extinct,,
Dororo,0,Extinct,-8.2169,157.3901
Duli,0,Extinct,9.3813,13.5708
Dungidjau,0,Extinct,-26.5885,152.2705
Dura,0,Extinct,28.2898,84.4519
Eastern Abenaki,0,Extinct,44.9423,-68.7328
Eastern Kamchadal,0,Extinct,56.511,161.0156
Eastern Pomo,0,Extinct,39.0461,-122.9211
Eel River Athabaskan,0,Extinct,40.188,-123.6477
Eliri,0,Severely endangered,4.5706,30.858
Elmolo,0,Extinct,2.7212,36.7326
Eotile,0,Extinct,5.2495,-3.3233
Eyak,0,Extinct,60.2165,-143.3935
Gaagudju,0,Extinct,-12.2755,132.6379
Gafat,0,Extinct,10.6768,35.8264
Garífuna (Nicaragua),0,Critically endangered,12.5666,-83.7166
Ge'ez,0,Extinct,8.9936,38.7597
Getmata,0,Extinct,-5.8346,149.0405
Gey,0,Extinct,9.384,13.5296
Gothic,0,Extinct,44.653,33.8598
Guanche,0,Extinct,27.9264,-15.6774
Gule,0,Extinct,10.0986,34.1235
Guliguli,0,Extinct,-8.2114,157.4615
Gününa Küne,0,Extinct,-43.4848,-68.1591
Gyasumdo,0,Definitely endangered,28.5969,84.2253
Hanis,0,Extinct,43.406,-124.2402
Hoanya,0,Extinct,23.5665,120.3826
Homa,0,Extinct,5.5011,27.3779
Horo,0,Extinct,9.239,18.3444
Hpun,0,Extinct,24.65,97.0666
Huitoto (Brazil),0,Extinct,-2.3723,-66.0937
Hukumina,0,Extinct,-3.1514,126.2713
Huron-Wyandot (United States of America),0,Extinct,36.7923,-94.7229
Ifo,0,Extinct,-18.6605,169.1434
Ineseño,0,Extinct,34.5942,-120.1371
Island Carib,0,Extinct,15.4325,-61.2817
Island Chumash,0,Extinct,34.3821,-119.4574
Jorá,0,Critically endangered,-14.0246,-63.3581
Judeo-Berber (Morocco),0,Extinct,30.822,-6.8005
Kamas,0,Extinct,57.9964,92.8784
Kamas Turk,0,Extinct,58.109,92.7101
Kaniet,0,Extinct,-0.898,145.5441
Kansa,0,Extinct,36.7657,-96.8652
Karaim (Crimea),0,Extinct,45.058,33.9477
Karami,0,Extinct,-7.1335,143.8659
Karelian (Valday),0,Extinct,58.0284,33.3215
Katabaga,0,Extinct,13.4366,122.5569
Kato,0,Extinct,39.677,-123.4944
Kayeli,0,Extinct,-3.39,127.1008
Kazukuru,0,Extinct,-8.1598,157.4629
Kede,0,Extinct,-17.1617,16.1059
Kemi Saami,0,Extinct,67.0631,27.6635
Kenaboi,0,Extinct,3.1129,102.0322
Kerek,0,Extinct,62.5996,176.9183
Ketangalan,0,Extinct,25.0433,121.4813
Khacca? Bho?e,0,Definitely endangered,28.1113,85.3674
Kilit,0,Extinct,38.9455,46.0989
Kinare,0,Extinct,-0.725,37.2436
Klamath-Modoc,0,Extinct,42.5767,-121.8637
Konomihu,0,Extinct,41.2583,-123.3216
Kore,0,Extinct,-2.2845,40.9185
Kott,0,Extinct,56.3013,94.5318
Krenjê,0,Extinct,-2.5644,-46.6589
Krevin,0,Extinct,56.35,24.2907
Kulun,0,Extinct,24.9823,121.3591
Kurtjar,0,Extinct,-18.0623,140.4052
Kw'adza,0,Extinct,-5.3753,35.8621
Kwadi,0,Extinct,-15.2523,12.2277
Kwisi,0,Extinct,-16.7309,13.0572
Kyakala,0,Extinct,45.3819,128.7597
Laghu,0,Extinct,-7.6157,158.7359
Langthang Tibetan,0,Definitely endangered,28.21,85.5697
Lenca,0,Extinct,13.6459,-87.0996
Li-Ngbee,0,Extinct,2.4931,28.059
Liliali,0,Extinct,-3.39,127.1008
Lipan,0,Extinct,33.1513,-105.799
Lishan Didan (Iran),0,Extinct,37.9615,44.6044
Lishana Deni (Iraq),0,Extinct,36.9279,42.5115
Lishanid Noshan (Iraq),0,Extinct,36.1777,44.165
Loke Tibetan,0,Definitely endangered,28.82,83.7721
Lorkoti,0,Extinct,-0.4943,37.359
Lower Chehalis,0,Extinct,46.3227,-123.9724
Mahigi,0,Extinct,-7.6688,143.0227
Máku,0,Extinct,4.0615,-61.831
Malin,0,Extinct,24.57,94.56
Mapia,0,Extinct,0.8321,134.3023
Maragus,0,Extinct,-16.0405,167.2778
Marrgu,0,Extinct,-11.3292,132.0227
Matagalpa,0,Extinct,12.9517,-85.4381
Mator,0,Extinct,54.0593,95.4492
Mattole,0,Extinct,39.1375,-123.6931
Miami-Illinois,0,Extinct,36.8866,-94.8775
Migueleño,0,Extinct,35.7587,-120.6951
Miraña (Brazil),0,Critically endangered,-2.021,-65.6982
Mirití Tapuia,0,Critically endangered,0.3076,-69.1699
Mlahso (Syria),0,Extinct,37.0542,41.2363
Mlahso (Turkey),0,Extinct,38.4595,40.6507
Mo-peng,0,Extinct,7.4714,-12.2607
Mochica,0,Extinct,-7.079,-79.6453
Moksela,0,Extinct,-3.4654,127.1694
Molala,0,Extinct,44.8636,-122.4645
Mozarabic,0,Extinct,37.4574,-3.988
Mulaha,0,Extinct,-9.7002,147.4351
Múra,0,Extinct,-3.3598,-59.2382
Nagumi,0,Extinct,8.6814,13.1835
Naka'ela,0,Extinct,-2.847,128.5208
Napore,0,Extinct,3.8478,33.9147
Natchez,0,Extinct,31.5544,-91.3875
New River Shasta,0,Extinct,45.2835,-121.7134
Ngarla,0,Extinct,-20.5916,119.0917
Ngong,0,Extinct,9.0044,13.5104
Nila (Nila Island),0,Extinct,-6.7331,129.5288
Nisenan,0,Extinct,38.7654,-121.0064
Nooksack,0,Extinct,49.0378,-122.4865
Norn,0,Extinct,60.3051,-1.2744
Northeastern Pomo,0,Extinct,39.3774,-122.5454
Nukiní,0,Extinct,-7.4931,-73.4765
Nupbikha,0,Vulnerable,27.3937,90.5003
Nyang'i,0,Extinct,3.5024,33.3764
Obispeño,0,Extinct,35.2692,-120.6707
Odut,0,Extinct,5.3077,8.2672
Old Prussian,0,Extinct,54.8987,20.4895
Old Sirenik,0,Extinct,64.4194,-173.9657
Omagua (Brazil),0,Critically endangered,-3.5572,-64.5117
Ona,0,Extinct,-54.6229,-67.4121
Ongkor Solon,0,Extinct,46.7774,83.0456
Opon-Carare,0,Extinct,6.206,-73.7402
Orang Kanaq,0,Extinct,1.8858,103.9814
Palumata,0,Extinct,-3.1569,126.0516
Panobo,0,Extinct,-6.97,-74.9267
Papora,0,Extinct,24.2006,120.6037
Pentlatch,0,Extinct,49.6971,-125.0033
Phalok,0,Extinct,18.9582,98.789
Pijao,0,Extinct,3.9519,-75.0146
Piru,0,Extinct,-3.05,128.1747
Polabian,0,Extinct,53.094,11.3461
Pumpokol,0,Extinct,58.6397,87.517
Purisimeño,0,Extinct,34.6608,-120.4711
Pyu,0,Extinct,18.9424,94.8751
Quapaw,0,Extinct,36.9494,-94.7877
Quileute,0,Extinct,47.9083,-124.6365
Qwarenya,0,Extinct,9.9207,38.3828
Rangkas,0,Extinct,30.0358,80.1342
Sanhaja of Srair,0,Critically endangered,34.8318,-4.9658
Sei,0,Extinct,7.5857,-12.5354
Sened,0,Extinct,35.5858,10.8984
Sengmai,0,Extinct,24.6445,94.0567
Serrano,0,Extinct,34.1212,-117.2221
Seru,0,Extinct,1.9195,111.2049
Seward Peninsula Inupiaq (Big Diomede Island),0,Extinct,65.7853,-169.0686
Singa,0,Extinct,-0.1373,33.695
Siraiya,0,Extinct,23.0013,120.3634
Sishee,0,Extinct,-21.7193,165.6738
Siuslaw,0,Extinct,43.3773,-124.2371
Slovincian,0,Extinct,54.6484,17.2485
Southeastern Pomo,0,Extinct,39.016,-122.6779
Southern Kamchadal,0,Extinct,52.6963,156.7089
Southern Khanty,0,Extinct,60.4301,69.9829
Southern Mansi,0,Extinct,58.4362,65.5664
Soyot,0,Extinct,52.0406,101.0659
Subtiaba,0,Extinct,12.5266,-86.667
Taman,0,Extinct,25.1651,95.2514
Tandia,0,Extinct,-2.8552,134.522
Taokas,0,Extinct,24.4471,120.7232
Te'un (Te'un Island),0,Extinct,-6.9809,129.1394
Tetete,0,Extinct,-0.0109,-76.5966
Tillamook,0,Extinct,45.3449,-123.5309
Togoyo,0,Extinct,8.5049,24.7961
Tonjon,0,Extinct,8.4397,-4.3807
Torá,0,Extinct,-6.6646,-61.4135
Tsetsaut,0,Extinct,55.936,-129.9911
Tunica,0,Extinct,31.1262,-92.0673
Tututni,0,Extinct,42.5756,-124.0688
Twana,0,Extinct,47.3344,-123.1607
Ubykh (Caucasus),0,Extinct,43.5585,39.8597
Ubykh (Turkey),0,Extinct,40.0402,28.0096
Umutina,0,Extinct,-15.0425,-57.1026
Upper Chehalis,0,Extinct,46.4111,-122.9949
Upper Umpqua,0,Extinct,43.4476,-123.77
Uruava,0,Extinct,-5.9821,155.3137
Urupá,0,Extinct,-10.898,-61.809
Ventureño,0,Extinct,34.2809,-119.2979
Vilela,0,Extinct,-26.9808,-59.6777
Wanai,0,Critically endangered,7.1117,-66.7199
Wangkumara,0,Critically endangered,-27.2064,142.4597
Wappo,0,Extinct,38.8701,-122.5154
Western Mansi,0,Extinct,61.1432,62.4023
Wiyot,0,Extinct,40.5984,-124.2519
Xakriabá,0,Extinct,-14.5306,-44.0438
Yaaku,0,Extinct,0.4394,37.1777
Yameo,0,Extinct,-4.4449,-73.5644
Yir Yoront,0,Extinct,-16.3095,141.4489
Yoba,0,Extinct,-10.0337,149.2272
Yola,0,Extinct,52.2266,-6.4846
Yug,0,Extinct,61.0901,88.1982
Yuki,0,Extinct,37.4336,-118.5908
Yurats,0,Extinct,69.2872,81.914
Yurutí (Brazil),0,Extinct,-0.1318,-69.1699
Zeem,0,Extinct,9.8389,9.0911
|'Auni,0,Extinct,-26.0105,20.363
|Xam,0,Extinct,-32.2853,20.759
?Ku ?'e,0,Extinct,-29.9739,27.0812
?Kx'au,0,Extinct,-32.2896,21.7968
?Xegwi,0,Extinct,-25.35,30.99
,,,25.2844,91.1755
,,,-25.6613,-55.6787
,,,-4.7735,37.3315
,,,2.8442,-55.7556
,,,47.2792,7.6904
,,,28.3672,129.4958
,,,21.361,100.6457
,,,21.4888,100.8325
,,,45.1278,3.1311
,,,35.0659,76.1901
,,,55.2478,77.893
,,,1.428,-66.9287
,,,48.4146,12.6123
,,,16.3297,-86.5299
,,,11.6952,76.4648
,,,5.3918,-57.777
,,,33.3947,76.1352
,,,14.1177,106.7644
,,,50.0667,-96.9763
,,,47.2344,4.2517
,,,0.1208,-71.1474
,,,40.9798,24.104
,,,-1.6666,-70.3333
,,,-12.3829,-66.7419
,,,43.019,-80.1506
,,,36.9608,66.8133
,,,48.6474,4.3725
,,,21.2941,-100.5233
,,,45.0591,-123.6091
,,,35.9761,-97.3336
,,,13.5688,105.0589
,,,39.5908,19.8591
,,,50.4575,-4.746
,,,44.6764,34.3267
,,,0.8898,-70.0543
,,,32.2128,35.2908
,,,50.0571,10.7336
,,,60.7752,67.6098
,,,21.2872,99.4816
,,,56.062,158.9501
,,,67.6593,134.6594
,,,64.2875,100.2282
,,,51.727,142.5585
,,,51.9833,116.5833
,,,32.0895,-1.2222
,,,47.2829,6.5093
,,,43.5963,26.8286
,,,41.4633,22.6977
,,,35.55,102.43
,,,45.6332,14.8123
,,,-21.9532,-58.0517
,,,64.062,-139.4278
,,,43.2452,40.3582
,,,41.468,41.558
,,,35.9068,46.1535
,,,46.8722,-71.3651
,,,30.645,78.3627
,,,5.3597,101.7763
,,,-7.0136,110.4345
,,,33.3671,126.4974
,,,6.5118,-70.8837
,,,41.2607,28.4985
,,,31.5166,34.5964
,,,-34.8498,138.6474
,,,5.9033,100.9227
,,,5.5383,100.7861
,,,32.0267,77.893
,,,48.8068,134.121
,,,27.1667,92.6312
,,,13.588,106.9438
,,,14.0175,107.0136
